coreid,mofid-v1,mofid-v2,LCD_(Å),PLD_(Å),LFPD_(Å),Density_(g/cm3),ASA_(A2),ASA_(m2/cm3),ASA_(m2/g),NASA_(A2),NASA_(m2/cm3),NASA_(m2/g),PV_(A3),VF,PV_(cm3/g),NAV_(A3),NPV_(cm3/g),structure_dimension,topology(SingleNodes),topology(AllNodes),catenation,dimension_by_topo,hall,number_spacegroup,Metal_Types,Has_OMS,OMS_Types,average_atomic_mass,Heat_capacity@300K_(J/g/K),Heat_capacity@350K_(J/g/K),Heat_capacity@400K_(J/g/K),natoms,Thermal_stability_(°C),Solvent_stability,Water_stability,KH_Classes,category
2017[Co][afw]3[ASR]3,[Co].[O-]C(=O)C(=O)[O-].n1ccc(cc1)NNc1ccncc1 MOFid-v1.ERROR.cat1;GELQUM_ASR_pacman,[Co1_Type-1].[O-1][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.ERROR.cat1;GELQUM_ASR_pacman,7.30039,6.5027,7.30039,1.28926,180.649,701.636,544.214,0.0,0.0,0.0,1232.24,0.4786,0.371219,0.0,0.0,3,afw,afw,2,3,"-R 3 2""c",167,Co,No,,10.74727081,0.908009633,1.025678345,1.072864988,186,240.7,0.92700374,0.570190476,weak,weak&stable
2017[Co][gra]3[ASR]1,[Co].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].c1ncn(c1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1 MOFid-v1.gra.cat0;ic6b02746_si_002_ASR_pacman,[C2Co1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][O][C][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[C][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1] MOFid-v2.gra.cat0;ic6b02746_si_002_ASR_pacman,8.43697,7.72021,8.43697,1.03874,1133.73,1070.95,1031.01,0.0,0.0,0.0,5460.37,0.5158,0.496565,0.0,0.0,3,gra,gra,1,3,-C 2yc,15,Co,No,,8.997275815,0.953769374,1.089541216,1.154790669,736,384.9,0.21550623,0.95,weak,weak&stable
2017[Co][gra]3[ASR]2,unknown,unknown,8.43447,7.72595,8.43447,1.03873,560.089,1058.14,1018.69,0.0,0.0,0.0,2719.61,0.5138,0.494641,0.0,0.0,3,gra,gra,1,3,-C 2yc,15,Co,No,,8.997275815,0.953754976,1.089536522,1.154793302,368,362.7,0.28752705,0.94,weak,weak&stable
2017[Co][nan]3[ASR]10,[Co].[O-]C(=O)C1=CC2=NN=N[C]2C=C1.[O-]C(=O)C1=CC=C2C(=NN=N2)[CH]1.[O-]C(=O)[C]1C=CC2=NN=NC2=C1.[OH] MOFid-v1.unknown.cat0;ESURER04_ASR_pacman,[Co1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][N][=N][CH0][Ring1][Branch1][C][=C][Ring1][=Branch2].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][=Branch1][=N][N][=N][Ring1][Branch1][CH1][Ring1][=Branch2].[O-1][C][=Branch1][C][=O][CH0][C][=C][C][=N][N][=N][C][Ring1][Branch1][=C][Ring1][=Branch2].[OH1] MOFid-v2.UNKNOWN.cat0;ESURER04_ASR_pacman,6.95612,6.03273,6.95612,1.36539,184.459,1422.67,1041.96,0.0,0.0,0.0,712.072,0.5492,0.40223,0.0,0.0,3,unknown,unknown,1,3,-C 2yc,15,Co,No,,14.40674338,0.757126475,0.849124096,0.896576401,74,450.3,0.8970139,0.724,weak,weak&stable
2017[Co][nan]3[ASR]18,[Co].[O-]C(=O)C1=CC2=NN=N[C]2C=C1.[O-]C(=O)C1=CC=C2C(=NN=N2)[CH]1.[O-]C(=O)[C]1C=CC2=NN=NC2=C1.[OH] MOFid-v1.unknown.cat0;RAJFEQ_ASR_pacman,[Co1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][N][=N][CH0][Ring1][Branch1][C][=C][Ring1][=Branch2].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][=Branch1][=N][N][=N][Ring1][Branch1][CH1][Ring1][=Branch2].[O-1][C][=Branch1][C][=O][CH0][C][=C][C][=N][N][=N][C][Ring1][Branch1][=C][Ring1][=Branch2].[OH1] MOFid-v2.UNKNOWN.cat0;RAJFEQ_ASR_pacman,6.18169,5.16203,6.14384,1.469,154.857,1284.99,874.743,0.0,0.0,0.0,614.127,0.5096,0.346904,0.0,0.0,3,unknown,unknown,1,3,-C 2yc,15,Co,Yes,Co,14.40674338,0.756909638,0.847389598,0.889967583,74,454.3,0.90730524,0.694,weak,weak&stable
2017[Co][nan]3[ASR]21,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;VAMQAE_ASR_pacman,unknown,7.71118,5.77308,7.71118,1.38143,187.519,1413.07,1022.91,0.0,0.0,0.0,746.057,0.5622,0.406971,0.0,0.0,3,unknown,unknown,1,3,-R 3,148,Co,No,,16.72686682,0.765318273,0.855486831,0.857232944,66,289.9,0.6071672,0.545376344,weak,weak&stable
2017[Co][nan]3[ASR]5,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;c7sc00449d2_2_ASR_pacman,unknown,7.70477,5.78407,7.70477,1.38138,186.374,1404.4,1016.66,0.0,0.0,0.0,746.878,0.5628,0.407419,0.0,0.0,3,unknown,unknown,1,3,-R 3,148,Co,No,,16.72686682,0.765445045,0.855435406,0.857243332,66,291.1,0.60882336,0.545376344,weak,weak&stable
2017[Co][scu]3[ASR]1,unknown,"[C4Co2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][#Branch1][C][O][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][Branch2][Ring1][=Branch2][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Branch1][Ring1][C][=Branch1][C][=O][O-1] MOFid-v2.scu,mmm.cat0;CEPXUT_ASR_pacman",10.27815,6.67764,10.23051,0.811613,1778.58,2130.07,2624.49,0.0,0.0,0.0,5876.63,0.7038,0.867162,0.0,0.0,3,scu,mmm,1,3,-P 2c 2b,57,Co,Yes,Co,12.59599358,0.823060781,0.902596335,0.960975476,324,378.3,0.9013219,0.55,weak,weak&stable
2017[Co][sql]2[ASR]4,[Co][Co].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-] MOFid-v1.sql.cat0;FEQQAW_ASR_pacman,"[C3O6Zn1_Type-1].[C8O16Zn3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.flt,UNKNOWN.cat0;FEPGAL_ASR_pacman",6.02503,5.0112,5.97964,0.866407,927.462,2693.4,3108.7,0.0,0.0,0.0,2320.9,0.674,0.777925,0.0,0.0,2,sql,sql,1,3,-P 1,2,Co,Yes,Co,12.47685095,0.840644912,0.936226292,1.002253499,144,306.9,0.9361695,0.515,weak,weak&stable
2017[Co][tfz]3[ASR]1,[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.tfz-d.cat0;c7ce00369b2_ASR_pacman,[C8Co3O16_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tfz-d.cat0;c7ce00369b2_ASR_pacman,10.30033,8.55202,10.29157,0.688299,2006.85,1908.66,2773.01,0.0,0.0,0.0,7530.47,0.7162,1.04054,0.0,0.0,3,tfz-d,tfz-d,1,3,-C 2bc 2,64,Co,No,,11.00566369,0.872467721,0.989319417,1.047044829,396,338.8,0.8817833,0.55,weak,weak&stable
2017[Co][tfz]3[ASR]2,"[Co]12[OH]3[Co]4[OH]2[Co]2[OH]4[Co]4[OH]5[Co]3[OH]1[Co]5[OH]24.[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1 MOFid-v1.unknown,ERROR.cat0;c7ta02611k2_ASR_pacman","[C6Co6H6O18_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.UNKNOWN,ERROR.cat0;c7ta02611k2_ASR_pacman",9.53481,8.88161,9.53034,0.75846,1388.7,1895.84,2499.59,0.0,0.0,0.0,5002.96,0.683,0.900509,0.0,0.0,3,tfz-d,tfz-d,1,3,-P 6c 2,193,Co,No,,10.58760209,0.876529273,0.95708618,1.024388899,316,304.6,0.8827287,0.78,weak,weak&stable
2017[Co][tfz]3[ASR]3,[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.tfz-d.cat0;WAVLIR_ASR_pacman,[C8Co3O16_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.tfz-d.cat0;WAVLIR_ASR_pacman,10.30033,8.55202,10.29157,0.688299,1985.38,1888.24,2743.34,0.0,0.0,0.0,7530.47,0.7162,1.04054,0.0,0.0,3,tfz-d,tfz-d,1,3,-C 2bc 2,64,Co,No,,11.00566369,0.872467715,0.989319418,1.047044836,396,338.9,0.88191307,0.55,weak,weak&stable
2017[CuEu][sql]2[FSR]1,I[Cu][Cu]I.[Eu].[O-]C(=O)c1ccncc1 MOFid-v1.sql.cat0;c6gc02833k2_FSR_pacman,,6.35899,4.98893,6.30647,1.39405,245.062,1294.22,928.392,0.0,0.0,0.0,1032.34,0.5452,0.391091,0.0,0.0,2,sql,sql,1,2,-C 2yc,15,"Cu,Eu",No,,13.94403246,0.712093407,0.771523953,0.83666448,114,337.1,0.095036685,0.587558824,weak,weak&stable
2017[CuPr][nan]3[FSR]2,I[Cu]([Cu](I)[Cu])I.[Cu].[O-]C(=O)c1ccncc1.[Pr] MOFid-v1.ERROR.cat0;TEBKUJ_FSR_pacman,,5.93677,4.9183,5.78401,1.93729,239.633,359.221,185.425,0.0,0.0,0.0,2704.39,0.4054,0.209261,0.0,0.0,3,unknown,unknown,1,3,-P 2a 2ac,54,"Cu,Pr",Yes,Cu,14.96664346,0.665714793,0.714923216,0.753209161,520,312,0.6744038,0.736633292,weak,weak&stable
2017[Cu][eea]3[ASR]2,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.eea.cat0;RAWYAS_ASR_pacman,[C4Cu2O8_Type-1].[N][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.eea.cat0;RAWYAS_ASR_pacman,7.8871,4.95881,7.8871,1.12845,424.5,1981.21,1755.69,0.0,0.0,0.0,1283.86,0.5992,0.530994,0.0,0.0,3,eea,eea,1,3,"-R 3 2""",166,Cu,No,,12.7724,0.817653452,0.903051525,0.952175581,114,285.1,0.8114619,0.526321429,weak,weak&stable
2017[Cu][fog]3[ASR]1,[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.fog.cat1;ja7b05702_si_002_ASR_pacman,unknown,15.78565,8.73155,15.78565,0.663423,2547.97,1596.3,2406.16,0.0,0.0,0.0,12182.0,0.7632,1.1504,0.0,0.0,3,fog,fog,2,3,"-R 3 2""",166,Cu,Yes,Cu,12.07767909,0.831248903,0.92291618,0.976396736,528,245.1,0.8632711,0.619642857,weak,weak&stable
2017[Cu][lvt]3[ASR]1,"[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.lvt,lil.cat0;NASRIL_ASR_pacman","[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][Branch2][C][C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.lvt,lil.cat0;NASRIL_ASR_pacman",7.12231,4.94536,7.12231,0.851791,555.522,2433.43,2856.83,0.0,0.0,0.0,1536.84,0.6732,0.790335,0.0,0.0,3,lvt,lil,1,3,-I 2b 2,74,Cu,Yes,Cu,10.84274667,0.889897176,0.971257756,1.066300776,108,307.9,0.88914657,0.555,weak,weak&stable
2017[Cu][nan]2[FSR]1,[O-]C(=O)c1ccc(s1)C(=O)[O-].[OH2][Cu].n1ccc(cc1)[C]1N[N]C(=N1)c1ccncc1 MOFid-v1.sql.cat0;PAPMAX_FSR_pacman,,6.56895,5.39201,6.56895,0.939246,641.524,1910.03,2033.58,0.0,0.0,0.0,2074.34,0.6176,0.657548,0.0,0.0,2,unstable,unstable,2,2,I 4bw 2bw,98,Cu,Yes,Cu,11.04505395,0.886833619,0.984922961,1.048697559,172,288,0.84320194,0.758920455,weak,weak&stable
2017[Cu][nan]3[ASR]1,CC(C1=NN=C([N]1)C(O)C)O.[Cu] MOFid-v1.unknown.cat0;BAMMOU_ASR_pacman,[Cu1_Type-1].[C][C][Branch1][#C][C][=N][N][=C][Branch1][Ring2][NH0][Ring1][Branch1][C][Branch1][C][O][C][O] MOFid-v2.UNKNOWN.cat0;BAMMOU_ASR_pacman,11.01739,9.30306,11.01739,1.02953,661.032,1417.77,1377.11,5.10309,10.945,10.6311,3060.45,0.6564,0.637574,0.0,0.0,3,unknown,unknown,1,3,P 6c 2c,182,Cu,Yes,Cu,10.78614179,0.874609338,0.952456713,0.992368269,268,268.9,0.7100513,0.738571429,weak,weak&stable
2017[Cu][nan]3[ASR]12,O=C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])([O])[O] MOFid-v1.unknown.cat0;KARNID_ASR_pacman,[C4Cu2O8_Type-1].[O][=C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][Branch1][C][OH0][OH0] MOFid-v2.UNKNOWN.cat0;KARNID_ASR_pacman,13.03012,6.77426,13.03012,0.899631,2472.07,2293.38,2549.25,0.0,0.0,0.0,7420.35,0.6884,0.765203,0.0,0.0,3,unknown,unknown,1,3,-I 4 2,139,Cu,Yes,Cu,14.17425068,0.780112485,0.858684714,0.927051742,412,302.4,0.92532635,0.69,weak,weak&stable
2017[Cu][nan]3[ASR]13,unknown,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;WEJPOT_ASR_pacman,8.13618,6.25638,8.13618,0.819991,1101.09,2562.86,3125.48,0.0,0.0,0.0,3009.16,0.7004,0.854156,0.0,0.0,3,unknown,unknown,1,3,-I 2b 2,74,Cu,Yes,Cu,12.93634293,0.801618101,0.883651176,0.943485446,164,337.7,0.909878,0.565,weak,weak&stable
2017[Cu][nan]3[ASR]4,CC(C1=NN=C([N]1)C(O)C)O.[Cu] MOFid-v1.unknown.cat0;c6cc07729c2_4_ASR_pacman,[Cu1_Type-1].[C][C][Branch1][#C][C][=N][N][=C][Branch1][Ring2][NH0][Ring1][Branch1][C][Branch1][C][O][C][O] MOFid-v2.UNKNOWN.cat0;c6cc07729c2_4_ASR_pacman,11.01739,9.30306,11.01739,1.02953,666.432,1429.35,1388.36,5.40493,11.5924,11.2599,3060.45,0.6564,0.637574,0.0,0.0,3,unknown,unknown,1,3,P 6c 2c,182,Cu,Yes,Cu,10.78614179,0.874609339,0.952456712,0.992368269,268,268.9,0.7097366,0.738571429,weak,weak&stable
2017[Cu][nan]3[ASR]7,unknown,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=N][N][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[O-1][C][=O] MOFid-v2.UNKNOWN.cat0;c7ce00661f2_ASR_pacman,15.48597,6.62234,15.4779,0.747785,6243.58,2188.27,2926.33,0.0,0.0,0.0,21119.4,0.7402,0.989857,0.0,0.0,3,unknown,unknown,1,3,-P 4 2n,128,Cu,Yes,Cu,13.61088034,0.80568751,0.876530734,0.946302085,944,289,0.935468,0.73,weak,weak&stable
2017[Cu][nan]3[ASR]8,O[Cu]O.[Cu].[Cu][Cu].[O-]C(=O)c1cncc(c1)C(=O)[O-] MOFid-v1.unknown.cat0;c7cy00882a2_ASR_pacman,[C2Cu1O4_Type-1].[C4Cu2O8_Type-1].[Cu1H2O2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1] MOFid-v2.UNKNOWN.cat0;c7cy00882a2_ASR_pacman,9.66995,5.60506,9.57348,0.979009,904.843,2149.69,2195.78,0.0,0.0,0.0,2858.88,0.6792,0.693763,0.0,0.0,3,unknown,unknown,1,3,-P 2yb,11,Cu,Yes,Cu,14.59771506,0.773972081,0.84474881,0.903382717,170,272.1,0.89553833,0.61,weak,weak&stable
2017[Cu][nbo]3[ASR]1,"[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1cccc2c1cccc2c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-] MOFid-v1.nbo,fof.cat0;c7dt02290e2_2_ASR_pacman","[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.nbo,fof.cat0;c7dt02290e2_2_ASR_pacman",11.60438,5.76316,11.60438,0.730864,914.222,2314.67,3167.04,0.0,0.0,0.0,2839.82,0.719,0.983767,0.0,0.0,3,nbo,fof,1,3,"-R 3 2""",166,Cu,Yes,Cu,12.0720975,0.813648238,0.883618649,0.952479318,144,286.7,0.94966984,0.527,weak,weak&stable
2017[Cu][nbo]3[ASR]4,"[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1cccc2c1cccc2c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-] MOFid-v1.nbo,fof.cat0;TEJBUI_ASR_pacman","[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1] MOFid-v2.nbo,fof.cat0;TEJBUI_ASR_pacman",11.50226,5.70601,11.50226,0.740671,895.244,2297.04,3101.3,0.0,0.0,0.0,2815.47,0.7224,0.975332,0.0,0.0,3,nbo,fof,1,3,"-R 3 2""",166,Cu,Yes,Cu,12.0720975,0.815163231,0.880624288,0.955843828,144,282.5,0.9506232,0.527,weak,weak&stable
2017[Cu][nbo]3[ASR]6,"Oc1ccc2c(c1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])ccc(c2c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O.[Cu][Cu] MOFid-v1.nbo,fof.cat0;WIJRIT_ASR_pacman","[C4Cu2O8_Type-1].[O][C][=C][C][=C][C][=Branch2][Ring1][#Branch2][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch2][Ring1][O][=C][Ring2][Ring1][Ring1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][O] MOFid-v2.nbo,fof.cat0;WIJRIT_ASR_pacman",11.6423,5.10768,11.6423,0.763716,885.011,2218.91,2905.41,0.0,0.0,0.0,2827.05,0.7088,0.928094,0.0,0.0,3,nbo,fof,1,3,"-R 3 2""",166,Cu,Yes,Cu,12.2291896,0.814212518,0.897573689,0.978696845,150,253.9,0.8064034,0.595,weak,weak&stable
2017[Cu][pcu]3[ASR]1,[Cu].[O]N(=O)=O.n1ccc(cc1)c1ccncc1 MOFid-v1.pcu.cat0;HAWWOU_ASR_pacman,unknown,7.31032,6.74616,7.31032,0.862162,1116.08,1654.04,1918.48,0.0,0.0,0.0,4174.08,0.6186,0.717498,0.0,0.0,3,pcu,pcu,1,3,-C 2bc 2,64,Cu,No,,9.731527556,0.948025111,1.077217266,1.205660346,360,308.6,0.56189215,0.506052632,weak,weak&stable
2017[Cu][rob]3[ASR]10,[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1 MOFid-v1.rob.cat0;NEHSIF_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][O-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.rob.cat0;NEHSIF_ASR_pacman,5.58843,5.29377,5.58843,1.37665,116.545,845.276,614.011,0.0,0.0,0.0,612.733,0.4444,0.322813,0.0,0.0,3,rob,rob,1,3,-C 2yc,15,Cu,No,,9.853906207,0.943605162,1.063601187,1.128998436,116,255,0.3698947,0.61022964,weak,weak&stable
2017[Cu][rob]3[ASR]2,[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1 MOFid-v1.rob.cat0;ja7b01764_si_004_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][O-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.rob.cat0;ja7b01764_si_004_ASR_pacman,5.60617,5.31106,5.60617,1.3759,237.757,861.73,626.301,0.0,0.0,0.0,1250.41,0.4532,0.329384,0.0,0.0,3,rob,rob,1,3,-C 2yc,15,Cu,No,,9.853906207,0.947162887,1.064543131,1.129626037,232,244.5,0.31419253,0.61022964,weak,weak&stable
2017[Cu][rob]3[ASR]3,[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1 MOFid-v1.rob.cat0;ja7b01764_si_007_ASR_pacman,[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][O-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1] MOFid-v2.rob.cat0;ja7b01764_si_007_ASR_pacman,5.45221,5.20273,5.45221,1.37519,108.945,789.314,573.965,0.0,0.0,0.0,619.729,0.449,0.326499,0.0,0.0,3,rob,rob,1,3,-C 2yc,15,Cu,No,,9.853906207,0.921853077,1.046342405,1.168750469,116,254.8,0.39541268,0.61022964,weak,weak&stable
